Deck Code   -  Average T5 Damage
03-07-15-05 - Avg. Dmg. : 35.233
08-02-07-13 - Avg. Dmg. : 35.2329
02-10-08-10 - Avg. Dmg. : 35.2325
03-21-06-00 - Avg. Dmg. : 35.2317
04-06-18-02 - Avg. Dmg. : 35.2314
27-00-00-03 - Avg. Dmg. : 35.2295
11-00-17-02 - Avg. Dmg. : 35.2293
10-01-06-13 - Avg. Dmg. : 35.2276
03-07-07-13 - Avg. Dmg. : 35.2234
05-25-00-00 - Avg. Dmg. : 35.223
09-04-00-17 - Avg. Dmg. : 35.2224
07-02-13-08 - Avg. Dmg. : 35.2223
02-20-06-02 - Avg. Dmg. : 35.22
06-03-09-12 - Avg. Dmg. : 35.2156
14-00-03-13 - Avg. Dmg. : 35.2123
07-02-15-06 - Avg. Dmg. : 35.2107
15-01-00-14 - Avg. Dmg. : 35.2099
02-22-02-04 - Avg. Dmg. : 35.2096
02-12-03-13 - Avg. Dmg. : 35.2088
12-00-06-12 - Avg. Dmg. : 35.2011
03-24-01-02 - Avg. Dmg. : 35.2001
02-19-07-02 - Avg. Dmg. : 35.1948
05-04-08-13 - Avg. Dmg. : 35.1944
12-00-18-00 - Avg. Dmg. : 35.1932
07-02-12-09 - Avg. Dmg. : 35.1929
05-05-19-01 - Avg. Dmg. : 35.1891
07-02-11-10 - Avg. Dmg. : 35.1868
02-14-01-13 - Avg. Dmg. : 35.1862
02-15-00-13 - Avg. Dmg. : 35.1829
06-05-02-17 - Avg. Dmg. : 35.1749
07-03-19-01 - Avg. Dmg. : 35.1713
06-03-17-04 - Avg. Dmg. : 35.1666
02-11-13-04 - Avg. Dmg. : 35.1658
02-10-07-11 - Avg. Dmg. : 35.1644
02-23-00-05 - Avg. Dmg. : 35.1637
03-11-16-00 - Avg. Dmg. : 35.1608
02-10-12-06 - Avg. Dmg. : 35.1603
04-05-09-12 - Avg. Dmg. : 35.1581
09-01-09-11 - Avg. Dmg. : 35.1568
05-05-04-16 - Avg. Dmg. : 35.1553
02-13-02-13 - Avg. Dmg. : 35.1454
02-13-13-02 - Avg. Dmg. : 35.1436
02-12-13-03 - Avg. Dmg. : 35.1399
05-06-02-17 - Avg. Dmg. : 35.1389
08-04-01-17 - Avg. Dmg. : 35.1362
13-00-04-13 - Avg. Dmg. : 35.1338
07-02-14-07 - Avg. Dmg. : 35.1286
02-10-06-12 - Avg. Dmg. : 35.1227
03-23-03-01 - Avg. Dmg. : 35.1143
03-10-01-16 - Avg. Dmg. : 35.113
03-09-17-01 - Avg. Dmg. : 35.1022
02-16-11-01 - Avg. Dmg. : 35.1021
11-01-04-14 - Avg. Dmg. : 35.1005
04-08-01-17 - Avg. Dmg. : 35.0977
02-17-10-01 - Avg. Dmg. : 35.0966
04-05-08-13 - Avg. Dmg. : 35.0843
08-03-03-16 - Avg. Dmg. : 35.0835
02-11-14-03 - Avg. Dmg. : 35.0806
04-05-16-05 - Avg. Dmg. : 35.0797
03-08-17-02 - Avg. Dmg. : 35.0793
16-00-01-13 - Avg. Dmg. : 35.0783
05-04-18-03 - Avg. Dmg. : 35.0704
03-07-16-04 - Avg. Dmg. : 35.0685
06-03-08-13 - Avg. Dmg. : 35.0603
07-03-05-15 - Avg. Dmg. : 35.059
03-08-04-15 - Avg. Dmg. : 35.0576
04-05-17-04 - Avg. Dmg. : 35.0564
02-11-04-13 - Avg. Dmg. : 35.0508
09-01-17-03 - Avg. Dmg. : 35.0508
02-10-13-05 - Avg. Dmg. : 35.0436
02-22-03-03 - Avg. Dmg. : 35.0413
07-02-10-11 - Avg. Dmg. : 35.0391
02-23-01-04 - Avg. Dmg. : 35.0369
06-06-00-18 - Avg. Dmg. : 35.0369
03-10-17-00 - Avg. Dmg. : 35.0257
03-09-02-16 - Avg. Dmg. : 35.0243
11-00-08-11 - Avg. Dmg. : 35.0211
06-03-18-03 - Avg. Dmg. : 35.0102
05-04-07-14 - Avg. Dmg. : 35.0056
08-02-06-14 - Avg. Dmg. : 35.0008
28-01-01-00 - Avg. Dmg. : 34.9876
07-02-16-05 - Avg. Dmg. : 34.9771
02-18-09-01 - Avg. Dmg. : 34.9747
05-07-00-18 - Avg. Dmg. : 34.9739
04-24-02-00 - Avg. Dmg. : 34.9712
02-09-12-07 - Avg. Dmg. : 34.969
04-06-04-16 - Avg. Dmg. : 34.9646
10-00-13-07 - Avg. Dmg. : 34.9627
02-15-12-01 - Avg. Dmg. : 34.961
02-09-10-09 - Avg. Dmg. : 34.9601
28-00-02-00 - Avg. Dmg. : 34.9585
09-02-04-15 - Avg. Dmg. : 34.9459
08-02-19-01 - Avg. Dmg. : 34.9456
06-04-04-16 - Avg. Dmg. : 34.9455
17-00-00-13 - Avg. Dmg. : 34.9413
02-09-11-08 - Avg. Dmg. : 34.9402
11-00-18-01 - Avg. Dmg. : 34.9397
03-25-00-02 - Avg. Dmg. : 34.9327
03-06-13-08 - Avg. Dmg. : 34.932
28-02-00-00 - Avg. Dmg. : 34.9314
07-05-00-18 - Avg. Dmg. : 34.9301
28-00-01-01 - Avg. Dmg. : 34.9267
02-10-05-13 - Avg. Dmg. : 34.9248
10-00-14-06 - Avg. Dmg. : 34.9231
28-01-00-01 - Avg. Dmg. : 34.922
02-12-14-02 - Avg. Dmg. : 34.9189
10-01-19-00 - Avg. Dmg. : 34.9177
03-06-11-10 - Avg. Dmg. : 34.917
02-13-01-14 - Avg. Dmg. : 34.9154
07-04-02-17 - Avg. Dmg. : 34.9095
12-00-05-13 - Avg. Dmg. : 34.9063
02-21-05-02 - Avg. Dmg. : 34.8995
03-22-05-00 - Avg. Dmg. : 34.897
03-07-17-03 - Avg. Dmg. : 34.8963
04-07-19-00 - Avg. Dmg. : 34.8961
03-07-06-14 - Avg. Dmg. : 34.8934
02-14-00-14 - Avg. Dmg. : 34.8931
03-06-12-09 - Avg. Dmg. : 34.8852
04-05-07-14 - Avg. Dmg. : 34.8849
02-09-13-06 - Avg. Dmg. : 34.8775
04-06-19-01 - Avg. Dmg. : 34.8739
02-12-02-14 - Avg. Dmg. : 34.8716
04-07-02-17 - Avg. Dmg. : 34.8628
09-01-08-12 - Avg. Dmg. : 34.8595
02-09-08-11 - Avg. Dmg. : 34.8532
03-06-14-07 - Avg. Dmg. : 34.8527
05-04-19-02 - Avg. Dmg. : 34.8525
07-02-09-12 - Avg. Dmg. : 34.8501
11-00-07-12 - Avg. Dmg. : 34.8492
04-05-18-03 - Avg. Dmg. : 34.8483
07-02-17-04 - Avg. Dmg. : 34.8483
02-09-09-10 - Avg. Dmg. : 34.8479
10-00-15-05 - Avg. Dmg. : 34.8448
03-06-10-11 - Avg. Dmg. : 34.8441
02-14-13-01 - Avg. Dmg. : 34.8403
02-19-08-01 - Avg. Dmg. : 34.8299
02-10-14-04 - Avg. Dmg. : 34.823
10-00-12-08 - Avg. Dmg. : 34.8218
09-01-18-02 - Avg. Dmg. : 34.8216
02-24-00-04 - Avg. Dmg. : 34.8182
28-00-00-02 - Avg. Dmg. : 34.8052
10-00-11-09 - Avg. Dmg. : 34.8045
04-08-00-18 - Avg. Dmg. : 34.7908
02-20-07-01 - Avg. Dmg. : 34.7905
03-24-02-01 - Avg. Dmg. : 34.7844
11-02-01-16 - Avg. Dmg. : 34.7757
08-01-14-07 - Avg. Dmg. : 34.7753
03-06-15-06 - Avg. Dmg. : 34.7727
05-05-20-00 - Avg. Dmg. : 34.7704
03-06-16-05 - Avg. Dmg. : 34.7687
10-01-05-14 - Avg. Dmg. : 34.7675
03-08-03-16 - Avg. Dmg. : 34.7661
02-11-03-14 - Avg. Dmg. : 34.763
07-02-18-03 - Avg. Dmg. : 34.7622
03-07-05-15 - Avg. Dmg. : 34.7528
02-09-07-12 - Avg. Dmg. : 34.7517
10-00-16-04 - Avg. Dmg. : 34.7481
12-01-02-15 - Avg. Dmg. : 34.7428
12-02-00-16 - Avg. Dmg. : 34.7425
02-22-04-02 - Avg. Dmg. : 34.74
05-04-06-15 - Avg. Dmg. : 34.7385
14-01-00-15 - Avg. Dmg. : 34.7357
10-03-00-17 - Avg. Dmg. : 34.724
03-06-09-12 - Avg. Dmg. : 34.7184
01-16-06-07 - Avg. Dmg. : 34.7156
02-23-02-03 - Avg. Dmg. : 34.7104
07-03-20-00 - Avg. Dmg. : 34.7046
02-10-15-03 - Avg. Dmg. : 34.7001
02-09-14-05 - Avg. Dmg. : 34.6965
05-05-03-17 - Avg. Dmg. : 34.6945
02-17-11-00 - Avg. Dmg. : 34.6873
03-08-18-01 - Avg. Dmg. : 34.6873
02-11-15-02 - Avg. Dmg. : 34.6865
01-17-05-07 - Avg. Dmg. : 34.6863
03-06-08-13 - Avg. Dmg. : 34.6844
06-04-20-00 - Avg. Dmg. : 34.6831
01-16-07-06 - Avg. Dmg. : 34.6826
06-03-19-02 - Avg. Dmg. : 34.6759
10-02-02-16 - Avg. Dmg. : 34.6757
03-10-00-17 - Avg. Dmg. : 34.674
02-09-15-04 - Avg. Dmg. : 34.6731
09-03-01-17 - Avg. Dmg. : 34.671
02-08-13-07 - Avg. Dmg. : 34.6697
02-10-04-14 - Avg. Dmg. : 34.663
08-01-12-09 - Avg. Dmg. : 34.6623
13-01-01-15 - Avg. Dmg. : 34.6594
01-18-04-07 - Avg. Dmg. : 34.6587
02-13-14-01 - Avg. Dmg. : 34.6582
02-09-06-13 - Avg. Dmg. : 34.6529
07-03-04-16 - Avg. Dmg. : 34.6451
06-03-07-14 - Avg. Dmg. : 34.6416
03-09-18-00 - Avg. Dmg. : 34.6387
08-01-13-08 - Avg. Dmg. : 34.6362
04-05-06-15 - Avg. Dmg. : 34.6348
05-06-01-18 - Avg. Dmg. : 34.63
01-17-06-06 - Avg. Dmg. : 34.6125
09-01-07-13 - Avg. Dmg. : 34.6121
01-18-05-06 - Avg. Dmg. : 34.6117
01-18-03-08 - Avg. Dmg. : 34.6084
01-14-06-09 - Avg. Dmg. : 34.6074
08-02-05-15 - Avg. Dmg. : 34.6046
15-00-01-14 - Avg. Dmg. : 34.6035
01-16-05-08 - Avg. Dmg. : 34.6005
10-00-10-10 - Avg. Dmg. : 34.5936
02-18-10-00 - Avg. Dmg. : 34.5917
03-23-04-00 - Avg. Dmg. : 34.5904
01-15-08-06 - Avg. Dmg. : 34.5879
01-15-06-08 - Avg. Dmg. : 34.5855
05-03-14-08 - Avg. Dmg. : 34.5827
02-08-11-09 - Avg. Dmg. : 34.5811
02-16-12-00 - Avg. Dmg. : 34.58
02-08-10-10 - Avg. Dmg. : 34.5795
14-00-02-14 - Avg. Dmg. : 34.5787
01-15-05-09 - Avg. Dmg. : 34.5782
04-25-01-00 - Avg. Dmg. : 34.5758
07-02-08-13 - Avg. Dmg. : 34.5745
03-06-17-04 - Avg. Dmg. : 34.5727
08-01-15-06 - Avg. Dmg. : 34.572
09-01-19-01 - Avg. Dmg. : 34.5719
02-08-12-08 - Avg. Dmg. : 34.5689
01-14-07-08 - Avg. Dmg. : 34.5676
03-09-01-17 - Avg. Dmg. : 34.5674
04-04-12-10 - Avg. Dmg. : 34.5661
06-05-01-18 - Avg. Dmg. : 34.5649
01-17-03-09 - Avg. Dmg. : 34.563
01-17-04-08 - Avg. Dmg. : 34.5601
05-03-13-09 - Avg. Dmg. : 34.5587
09-02-03-16 - Avg. Dmg. : 34.5576
01-16-04-09 - Avg. Dmg. : 34.5554
02-08-14-06 - Avg. Dmg. : 34.5551
01-19-04-06 - Avg. Dmg. : 34.5471
05-03-12-10 - Avg. Dmg. : 34.5458
06-04-03-17 - Avg. Dmg. : 34.5455
01-17-07-05 - Avg. Dmg. : 34.5434
06-03-06-15 - Avg. Dmg. : 34.5425
02-12-01-15 - Avg. Dmg. : 34.5386
04-04-13-09 - Avg. Dmg. : 34.5382
01-16-08-05 - Avg. Dmg. : 34.5375
01-19-03-07 - Avg. Dmg. : 34.5364
08-01-11-10 - Avg. Dmg. : 34.5334
08-04-00-18 - Avg. Dmg. : 34.5309
02-21-06-01 - Avg. Dmg. : 34.5303
11-01-03-15 - Avg. Dmg. : 34.5303
03-07-18-02 - Avg. Dmg. : 34.5278
01-15-07-07 - Avg. Dmg. : 34.5234
05-03-15-07 - Avg. Dmg. : 34.5214
01-18-06-05 - Avg. Dmg. : 34.52
02-12-15-01 - Avg. Dmg. : 34.5188
02-15-13-00 - Avg. Dmg. : 34.5166
13-00-03-14 - Avg. Dmg. : 34.5105
04-04-15-07 - Avg. Dmg. : 34.5084
02-13-00-15 - Avg. Dmg. : 34.5077
04-06-03-17 - Avg. Dmg. : 34.5073
08-01-16-05 - Avg. Dmg. : 34.5063
01-14-08-07 - Avg. Dmg. : 34.5061
10-00-17-03 - Avg. Dmg. : 34.5037
04-04-14-08 - Avg. Dmg. : 34.5006
02-08-09-11 - Avg. Dmg. : 34.4927
01-14-09-06 - Avg. Dmg. : 34.4924
29-00-01-00 - Avg. Dmg. : 34.4917
01-18-02-09 - Avg. Dmg. : 34.4868
01-15-04-10 - Avg. Dmg. : 34.4861
08-02-20-00 - Avg. Dmg. : 34.4843
01-20-03-06 - Avg. Dmg. : 34.4815
01-15-09-05 - Avg. Dmg. : 34.4762
10-00-09-11 - Avg. Dmg. : 34.4762
29-01-00-00 - Avg. Dmg. : 34.4722
01-16-09-04 - Avg. Dmg. : 34.4693
03-07-04-16 - Avg. Dmg. : 34.4691
02-24-01-03 - Avg. Dmg. : 34.4662
02-11-02-15 - Avg. Dmg. : 34.4652
01-19-05-05 - Avg. Dmg. : 34.464
04-04-16-06 - Avg. Dmg. : 34.463
07-02-19-02 - Avg. Dmg. : 34.4534
03-25-01-01 - Avg. Dmg. : 34.4526
02-08-08-12 - Avg. Dmg. : 34.4506
01-17-02-10 - Avg. Dmg. : 34.4505
04-07-01-18 - Avg. Dmg. : 34.4455
01-19-02-08 - Avg. Dmg. : 34.4454
03-06-07-14 - Avg. Dmg. : 34.4414
06-03-20-01 - Avg. Dmg. : 34.4365
05-03-11-11 - Avg. Dmg. : 34.4341
01-18-07-04 - Avg. Dmg. : 34.4337
05-03-17-05 - Avg. Dmg. : 34.4322
02-09-05-14 - Avg. Dmg. : 34.4303
01-17-08-04 - Avg. Dmg. : 34.4301
04-04-11-11 - Avg. Dmg. : 34.4301
08-01-17-04 - Avg. Dmg. : 34.4233
16-00-00-14 - Avg. Dmg. : 34.4232
04-06-20-00 - Avg. Dmg. : 34.4228
02-23-03-02 - Avg. Dmg. : 34.421
08-01-10-11 - Avg. Dmg. : 34.4175
05-04-20-01 - Avg. Dmg. : 34.417
02-10-16-02 - Avg. Dmg. : 34.4128
01-16-03-10 - Avg. Dmg. : 34.4119
29-00-00-01 - Avg. Dmg. : 34.4117
05-03-16-06 - Avg. Dmg. : 34.4114
01-13-09-07 - Avg. Dmg. : 34.4078
01-19-01-09 - Avg. Dmg. : 34.407
01-13-08-08 - Avg. Dmg. : 34.4056
01-20-04-05 - Avg. Dmg. : 34.3987
01-20-02-07 - Avg. Dmg. : 34.3971
04-04-10-12 - Avg. Dmg. : 34.3948
01-14-05-10 - Avg. Dmg. : 34.3922
03-08-02-17 - Avg. Dmg. : 34.3916
02-19-09-00 - Avg. Dmg. : 34.384
01-13-10-06 - Avg. Dmg. : 34.3828
02-10-03-15 - Avg. Dmg. : 34.3817
01-15-10-04 - Avg. Dmg. : 34.38
02-14-14-00 - Avg. Dmg. : 34.3778
11-00-06-13 - Avg. Dmg. : 34.374
01-13-07-09 - Avg. Dmg. : 34.3683
06-02-14-08 - Avg. Dmg. : 34.3665
05-04-05-16 - Avg. Dmg. : 34.3661
08-03-02-17 - Avg. Dmg. : 34.3635
07-02-07-14 - Avg. Dmg. : 34.3622
11-00-19-00 - Avg. Dmg. : 34.3603
01-18-01-10 - Avg. Dmg. : 34.358
01-14-10-05 - Avg. Dmg. : 34.3485
12-00-04-14 - Avg. Dmg. : 34.3468
04-05-19-02 - Avg. Dmg. : 34.3385
04-04-17-05 - Avg. Dmg. : 34.3377
05-05-02-18 - Avg. Dmg. : 34.3376
01-15-03-11 - Avg. Dmg. : 34.336
02-09-16-03 - Avg. Dmg. : 34.3355
01-19-06-04 - Avg. Dmg. : 34.3354
01-20-01-08 - Avg. Dmg. : 34.3339
03-06-18-03 - Avg. Dmg. : 34.33
01-21-01-07 - Avg. Dmg. : 34.322
04-04-09-13 - Avg. Dmg. : 34.3183
01-20-00-09 - Avg. Dmg. : 34.3159
02-11-16-01 - Avg. Dmg. : 34.3144
05-03-10-12 - Avg. Dmg. : 34.3101
02-08-07-13 - Avg. Dmg. : 34.3082
01-14-04-11 - Avg. Dmg. : 34.3049
01-13-11-05 - Avg. Dmg. : 34.3021
01-21-02-06 - Avg. Dmg. : 34.3016
01-13-06-10 - Avg. Dmg. : 34.3006
02-22-05-01 - Avg. Dmg. : 34.2945
01-20-05-04 - Avg. Dmg. : 34.2895
09-01-06-14 - Avg. Dmg. : 34.2865
05-03-18-04 - Avg. Dmg. : 34.2807
02-20-08-00 - Avg. Dmg. : 34.2763
01-16-02-11 - Avg. Dmg. : 34.2728
04-05-05-16 - Avg. Dmg. : 34.2728
01-21-00-08 - Avg. Dmg. : 34.2727
02-25-00-03 - Avg. Dmg. : 34.2671
01-12-08-09 - Avg. Dmg. : 34.2658
02-08-15-05 - Avg. Dmg. : 34.2647
06-02-16-06 - Avg. Dmg. : 34.2639
03-05-11-11 - Avg. Dmg. : 34.2628
03-06-06-15 - Avg. Dmg. : 34.2568
01-17-09-03 - Avg. Dmg. : 34.2567
07-04-01-18 - Avg. Dmg. : 34.2556
01-21-03-05 - Avg. Dmg. : 34.2494
06-02-15-07 - Avg. Dmg. : 34.2454
06-02-12-10 - Avg. Dmg. : 34.2426
01-14-11-04 - Avg. Dmg. : 34.2425
08-01-18-03 - Avg. Dmg. : 34.2398
01-17-01-11 - Avg. Dmg. : 34.2389
06-02-13-09 - Avg. Dmg. : 34.2307
03-05-12-10 - Avg. Dmg. : 34.2306
01-13-05-11 - Avg. Dmg. : 34.2305
01-19-00-10 - Avg. Dmg. : 34.2226
01-12-10-07 - Avg. Dmg. : 34.2223
08-01-09-12 - Avg. Dmg. : 34.2213
02-13-15-00 - Avg. Dmg. : 34.221
01-12-09-08 - Avg. Dmg. : 34.2205
02-09-04-15 - Avg. Dmg. : 34.22
10-00-18-02 - Avg. Dmg. : 34.2194
04-26-00-00 - Avg. Dmg. : 34.216
01-16-10-03 - Avg. Dmg. : 34.2152
02-11-01-16 - Avg. Dmg. : 34.2093
10-01-04-15 - Avg. Dmg. : 34.2043
03-05-13-09 - Avg. Dmg. : 34.2001
01-18-08-03 - Avg. Dmg. : 34.1954
03-24-03-00 - Avg. Dmg. : 34.1907
06-03-05-16 - Avg. Dmg. : 34.1859
04-04-18-04 - Avg. Dmg. : 34.1822
04-05-20-01 - Avg. Dmg. : 34.1802
03-08-19-00 - Avg. Dmg. : 34.1682
01-19-07-03 - Avg. Dmg. : 34.1676
01-22-01-06 - Avg. Dmg. : 34.165
02-08-16-04 - Avg. Dmg. : 34.1647
03-05-15-07 - Avg. Dmg. : 34.1624
01-12-11-06 - Avg. Dmg. : 34.1618
01-12-07-10 - Avg. Dmg. : 34.1617
10-00-08-12 - Avg. Dmg. : 34.1598
01-18-00-11 - Avg. Dmg. : 34.1567
06-02-17-05 - Avg. Dmg. : 34.1546
03-09-00-18 - Avg. Dmg. : 34.1528
08-02-04-16 - Avg. Dmg. : 34.1511
03-05-14-08 - Avg. Dmg. : 34.1503
03-06-05-16 - Avg. Dmg. : 34.1476
02-24-02-02 - Avg. Dmg. : 34.1469
03-07-03-17 - Avg. Dmg. : 34.1432
01-15-02-12 - Avg. Dmg. : 34.1368
02-12-00-16 - Avg. Dmg. : 34.1337
01-12-06-11 - Avg. Dmg. : 34.1328
01-14-03-12 - Avg. Dmg. : 34.1212
02-07-11-10 - Avg. Dmg. : 34.12
02-08-06-14 - Avg. Dmg. : 34.1177
02-07-12-09 - Avg. Dmg. : 34.1173
01-13-04-12 - Avg. Dmg. : 34.1138
01-21-04-04 - Avg. Dmg. : 34.1137
01-13-12-04 - Avg. Dmg. : 34.1125
01-15-11-03 - Avg. Dmg. : 34.1053
01-22-00-07 - Avg. Dmg. : 34.1048
01-11-09-09 - Avg. Dmg. : 34.1042
03-07-19-01 - Avg. Dmg. : 34.1023
03-05-16-06 - Avg. Dmg. : 34.1
02-07-13-08 - Avg. Dmg. : 34.0979
03-05-10-12 - Avg. Dmg. : 34.0943
01-16-01-12 - Avg. Dmg. : 34.0872
02-09-17-02 - Avg. Dmg. : 34.0759
02-23-04-01 - Avg. Dmg. : 34.0717
07-03-03-17 - Avg. Dmg. : 34.07
01-22-02-05 - Avg. Dmg. : 34.069
02-10-02-16 - Avg. Dmg. : 34.0625
01-20-06-03 - Avg. Dmg. : 34.0603
05-03-09-13 - Avg. Dmg. : 34.0585
06-02-11-11 - Avg. Dmg. : 34.0584
01-12-12-05 - Avg. Dmg. : 34.0544
05-06-00-19 - Avg. Dmg. : 34.0513
03-26-00-01 - Avg. Dmg. : 34.0491
02-12-16-00 - Avg. Dmg. : 34.048
07-02-06-15 - Avg. Dmg. : 34.0428
04-04-08-14 - Avg. Dmg. : 34.0354
05-03-08-14 - Avg. Dmg. : 34.0335
02-07-10-11 - Avg. Dmg. : 34.0328
02-07-09-12 - Avg. Dmg. : 34.0308
02-21-07-00 - Avg. Dmg. : 34.03
02-08-17-03 - Avg. Dmg. : 34.0274
02-07-15-06 - Avg. Dmg. : 34.022
11-00-05-14 - Avg. Dmg. : 34.022
01-11-10-08 - Avg. Dmg. : 34.016
02-10-17-01 - Avg. Dmg. : 34.0137
01-17-10-02 - Avg. Dmg. : 34.0131
04-05-04-17 - Avg. Dmg. : 34.0129
06-04-02-18 - Avg. Dmg. : 34.0097
01-14-12-03 - Avg. Dmg. : 34.0067
01-17-00-12 - Avg. Dmg. : 34.0018
30-00-00-00 - Avg. Dmg. : 34.0
04-06-02-18 - Avg. Dmg. : 33.9992
02-07-14-07 - Avg. Dmg. : 33.9914
08-01-08-13 - Avg. Dmg. : 33.9898
01-11-08-10 - Avg. Dmg. : 33.9889
01-12-05-12 - Avg. Dmg. : 33.9882
07-02-20-01 - Avg. Dmg. : 33.9799
13-01-00-16 - Avg. Dmg. : 33.9758
09-00-12-09 - Avg. Dmg. : 33.9717
05-03-19-03 - Avg. Dmg. : 33.971
14-00-01-15 - Avg. Dmg. : 33.9681
01-16-11-02 - Avg. Dmg. : 33.968
05-04-04-17 - Avg. Dmg. : 33.968
09-00-15-06 - Avg. Dmg. : 33.9672
10-02-01-17 - Avg. Dmg. : 33.9666
12-01-01-16 - Avg. Dmg. : 33.964
01-18-09-02 - Avg. Dmg. : 33.9597
01-11-11-07 - Avg. Dmg. : 33.9519
03-08-01-18 - Avg. Dmg. : 33.9519
01-11-12-06 - Avg. Dmg. : 33.9518
09-00-14-07 - Avg. Dmg. : 33.9458
01-11-07-11 - Avg. Dmg. : 33.9409
04-04-07-15 - Avg. Dmg. : 33.9372
11-02-00-17 - Avg. Dmg. : 33.9334
04-04-19-03 - Avg. Dmg. : 33.932
01-14-02-13 - Avg. Dmg. : 33.9313
03-06-19-02 - Avg. Dmg. : 33.9311
03-05-09-13 - Avg. Dmg. : 33.9295
09-01-20-00 - Avg. Dmg. : 33.9295
06-02-10-12 - Avg. Dmg. : 33.9217
09-01-05-15 - Avg. Dmg. : 33.917
10-00-07-13 - Avg. Dmg. : 33.9155
01-23-00-06 - Avg. Dmg. : 33.9147
01-12-13-04 - Avg. Dmg. : 33.9144
08-01-19-02 - Avg. Dmg. : 33.9131
02-11-17-00 - Avg. Dmg. : 33.9017
01-22-03-04 - Avg. Dmg. : 33.901
11-01-02-16 - Avg. Dmg. : 33.897
10-00-19-01 - Avg. Dmg. : 33.8952
13-00-02-15 - Avg. Dmg. : 33.8932
01-13-03-13 - Avg. Dmg. : 33.8921
01-15-12-02 - Avg. Dmg. : 33.889
06-05-00-19 - Avg. Dmg. : 33.8882
03-05-17-05 - Avg. Dmg. : 33.8861
09-03-00-18 - Avg. Dmg. : 33.8848
01-21-05-03 - Avg. Dmg. : 33.8814
01-23-01-05 - Avg. Dmg. : 33.88
01-13-13-03 - Avg. Dmg. : 33.8796
01-15-01-13 - Avg. Dmg. : 33.8762
01-19-08-02 - Avg. Dmg. : 33.8753
02-08-05-15 - Avg. Dmg. : 33.873
02-22-06-00 - Avg. Dmg. : 33.8721
08-03-01-18 - Avg. Dmg. : 33.8703
02-07-08-13 - Avg. Dmg. : 33.8656
02-07-16-05 - Avg. Dmg. : 33.8587
02-09-03-16 - Avg. Dmg. : 33.8555
09-00-16-05 - Avg. Dmg. : 33.8554
01-11-13-05 - Avg. Dmg. : 33.8547
05-04-21-00 - Avg. Dmg. : 33.8512
01-16-00-13 - Avg. Dmg. : 33.8342
02-25-01-02 - Avg. Dmg. : 33.8327
06-02-09-13 - Avg. Dmg. : 33.8262
02-11-00-17 - Avg. Dmg. : 33.8191
06-03-21-00 - Avg. Dmg. : 33.8148
06-02-18-04 - Avg. Dmg. : 33.8141
03-05-18-04 - Avg. Dmg. : 33.808
04-07-00-19 - Avg. Dmg. : 33.7999
03-25-02-00 - Avg. Dmg. : 33.7973
09-02-02-17 - Avg. Dmg. : 33.7955
01-11-06-12 - Avg. Dmg. : 33.7925
02-07-17-04 - Avg. Dmg. : 33.7912
09-00-13-08 - Avg. Dmg. : 33.7789
06-03-04-17 - Avg. Dmg. : 33.7775
07-01-13-09 - Avg. Dmg. : 33.7744
01-10-10-09 - Avg. Dmg. : 33.7735
01-20-07-02 - Avg. Dmg. : 33.7597
03-07-20-00 - Avg. Dmg. : 33.7565
05-03-07-15 - Avg. Dmg. : 33.7562
15-00-00-15 - Avg. Dmg. : 33.7535
09-00-17-04 - Avg. Dmg. : 33.7452
02-08-18-02 - Avg. Dmg. : 33.7419
10-01-03-16 - Avg. Dmg. : 33.738
01-10-12-07 - Avg. Dmg. : 33.7342
03-05-08-14 - Avg. Dmg. : 33.7319
07-01-15-07 - Avg. Dmg. : 33.7289
01-10-09-10 - Avg. Dmg. : 33.7262
09-00-11-10 - Avg. Dmg. : 33.7262
12-00-03-15 - Avg. Dmg. : 33.7227
02-07-07-14 - Avg. Dmg. : 33.7192
02-08-04-16 - Avg. Dmg. : 33.7186
01-10-08-11 - Avg. Dmg. : 33.7176
01-14-13-02 - Avg. Dmg. : 33.7154
01-10-11-08 - Avg. Dmg. : 33.7138
08-01-07-14 - Avg. Dmg. : 33.7107
01-11-14-04 - Avg. Dmg. : 33.7062
01-23-02-04 - Avg. Dmg. : 33.705
01-12-04-13 - Avg. Dmg. : 33.699
01-22-04-03 - Avg. Dmg. : 33.6901
07-01-14-08 - Avg. Dmg. : 33.6838
04-05-21-00 - Avg. Dmg. : 33.6835
02-10-01-17 - Avg. Dmg. : 33.6782
07-03-02-18 - Avg. Dmg. : 33.6694
01-13-14-02 - Avg. Dmg. : 33.6671
02-24-03-01 - Avg. Dmg. : 33.6663
01-12-14-03 - Avg. Dmg. : 33.6645
01-10-13-06 - Avg. Dmg. : 33.6642
02-06-13-09 - Avg. Dmg. : 33.6642
01-24-00-05 - Avg. Dmg. : 33.6572
01-11-05-13 - Avg. Dmg. : 33.6543
07-02-05-16 - Avg. Dmg. : 33.6508
01-17-11-01 - Avg. Dmg. : 33.6462
03-05-07-15 - Avg. Dmg. : 33.6438
06-02-19-03 - Avg. Dmg. : 33.6406
03-07-02-18 - Avg. Dmg. : 33.6394
09-00-10-11 - Avg. Dmg. : 33.6338
01-13-02-14 - Avg. Dmg. : 33.6327
02-07-06-15 - Avg. Dmg. : 33.6306
02-09-02-17 - Avg. Dmg. : 33.6293
07-04-00-19 - Avg. Dmg. : 33.6278
